States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
Bihar,7 - Cruelty by Husband or his Relatives (Section 498A),4672,2014,Domestic & Cruelty,April,Night,Patna,30.71252386,80.23626236,51,51+,OBC,Married,Unknown,Working Professional,Secondary
Bihar,8 - Importation of Girls from Foreign Country (Section 366B IPC),5,2014,Other Acts,April,Afternoon,Raipur,25.43945903,90.40362722,48,31-50,General,Married,Husband,Labourer,Primary
Bihar,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,Domestic & Cruelty,December,Night,Agra,29.35321263,93.81662353,59,51+,SC,Married,Stranger,Working Professional,Postgraduate
Bihar,"10 - Dowry Prohibition Act, 1961",2203,2014,Dowry-related,February,Evening,Pune,36.08128551,94.90180522,20,18-30,SC,Widowed,Husband,Student,Unknown
Bihar,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,Other Acts,June,Night,Bhubaneswar,18.39142294,80.84131873,54,51+,OBC,Widowed,Stranger,Working Professional,Postgraduate
Bihar,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,May,Evening,Bengaluru,35.03459296,78.31442926,62,51+,OBC,Married,Husband,Housewife,Unknown
Bihar,"13 - Protection of Women from Domestic Violence Act, 2005",112,2014,Other Acts,February,Evening,Ludhiana,31.29508253,86.74373109,56,51+,General,Widowed,Husband,Unemployed,Secondary
Bihar,14 - Immoral Traffic (Prevention) Act (Women Cases only),31,2014,Other Acts,December,Night,Bhubaneswar,24.69941713,87.19442118,36,31-50,OBC,Married,Relative,Labourer,Secondary
Bihar,14.1 - Under ITP Section 5,29,2014,Other Acts,January,Afternoon,Agra,30.48201132,95.68421806,33,31-50,OBC,Married,Relative,Working Professional,Secondary
Bihar,14.2 - Under ITP Section 6,2,2014,Other Acts,January,Evening,Kalaburagi,8.797965235,94.41518996,20,18-30,Unknown,Married,Neighbor,Housewife,Secondary
Bihar,14.3 - Under ITP Section 7,0,2014,Other Acts,July,Morning,Nagpur,18.66147554,76.19024898,56,51+,SC,Married,Acquaintance,Housewife,Unknown
Bihar,14.4 - Under ITP Section 8,0,2014,Other Acts,August,Evening,Hyderabad,22.85548838,74.12084177,28,18-30,General,Unmarried,Stranger,Housewife,Unknown
Bihar,14.5 - Other Sections under ITP Act,0,2014,Other Acts,December,Night,Madurai,14.15588579,90.24520146,61,51+,Unknown,Widowed,Relative,Housewife,Secondary
Bihar,15 - Total Crimes against Women,15383,2014,Other Acts,July,Evening,Ranchi,17.51911369,72.16269499,64,51+,SC,Widowed,Stranger,Housewife,Unknown
Chhattisgarh,1 - Rape (Section 376 IPC),1436,2014,Rape-related,March,Morning,Udaipur,28.89990871,77.91728594,26,18-30,General,Married,Relative,Housewife,Secondary
Chhattisgarh,1.1 - Custodial Rape,0,2014,Rape-related,July,Morning,Kota,13.95352864,82.15819588,54,51+,SC,Married,Husband,Housewife,Primary
Chhattisgarh,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,August,Morning,Ranchi,12.77697138,77.66432382,15,<18,OBC,Unmarried,Husband,Unknown,Postgraduate
Chhattisgarh,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,July,Afternoon,Ranchi,29.70520134,87.91874036,53,51+,OBC,Married,Husband,Housewife,Secondary
Chhattisgarh,1.2 - Rape other than Custodial,1436,2014,Rape-related,June,Morning,Ranchi,15.88413615,72.53250956,20,18-30,SC,Widowed,Acquaintance,Student,Unknown
Chhattisgarh,1.2.1 - Rape_Gang Rape,64,2014,Rape-related,September,Afternoon,Udaipur,14.08134826,83.64794097,30,18-30,SC,Married,Neighbor,Housewife,Primary
Chhattisgarh,1.2.2 - Rape_Others,1372,2014,Rape-related,July,Morning,Mumbai,26.16805829,72.04898233,20,18-30,SC,Married,Husband,Student,Secondary
Chhattisgarh,2 - Attempt to commit Rape (Section 376 & 511 IPC),21,2014,Rape-related,February,Morning,Jodhpur,26.82590327,89.64126594,33,31-50,OBC,Widowed,Acquaintance,Unknown,Graduate
Chhattisgarh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",1393,2014,Kidnapping & Abduction,August,Evening,Kolkata,17.97133912,75.18774725,42,31-50,OBC,Married,Acquaintance,Unemployed,Secondary
Chhattisgarh,3.1 - Kidnaping & Abduction Section 363 IPC,922,2014,Kidnapping & Abduction,October,Night,Dehradun,8.340183162,86.22794434,64,51+,OBC,Widowed,Neighbor,Unemployed,Secondary
Chhattisgarh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,5,2014,Kidnapping & Abduction,November,Morning,Cuttack,25.74567559,77.31345651,24,18-30,ST,Married,Husband,Housewife,Primary
Chhattisgarh,3.3 - Kidnapping for Ransom Section 364A,0,2014,Kidnapping & Abduction,November,Night,Bhopal,14.98467796,78.13402004,52,51+,Unknown,Married,Stranger,Housewife,Secondary
Chhattisgarh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,263,2014,Kidnapping & Abduction,April,Afternoon,Nashik,12.98048463,71.59038426,20,18-30,SC,Widowed,Husband,Student,Primary
Chhattisgarh,3.5 - Kidnapping & Abduction of Women-Other,203,2014,Kidnapping & Abduction,March,Night,Nagpur,20.93559312,96.95285639,45,31-50,OBC,Married,Acquaintance,Housewife,Graduate
Chhattisgarh,4 - Dowry Deaths (Section 304-B IPC),128,2014,Dowry-related,August,Night,Raipur,17.67028147,68.40708951,21,18-30,OBC,Married,Acquaintance,Unknown,Primary
Chhattisgarh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2122,2014,Assault & Modesty-related,February,Morning,Nashik,8.321257837,71.24335853,57,51+,OBC,Widowed,Neighbor,Housewife,Primary
Chhattisgarh,5.1 - Sexual Harassment,649,2014,Assault & Modesty-related,January,Night,Bhopal,9.769560692,80.24851215,27,18-30,General,Married,Acquaintance,Unemployed,Graduate
Chhattisgarh,5.2 - Assault on women with intent to Disrobe,76,2014,Assault & Modesty-related,May,Morning,Ranchi,21.55927847,93.64760196,20,18-30,OBC,Married,Husband,Student,Graduate
Chhattisgarh,5.3 - Voyeurism,9,2014,Assault & Modesty-related,January,Afternoon,Raipur,15.17529456,81.88239606,44,31-50,OBC,Married,Relative,Labourer,Secondary
Chhattisgarh,5.4 - Stalking,72,2014,Assault & Modesty-related,June,Morning,Bhopal,22.70625521,93.09374366,25,18-30,OBC,Married,Relative,Unemployed,Primary
Chhattisgarh,5.5 - Others,1316,2014,Assault & Modesty-related,May,Night,Amritsar,19.82825458,91.54265837,20,18-30,SC,Married,Stranger,Student,Secondary
Chhattisgarh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),79,2014,Assault & Modesty-related,February,Evening,Jaipur,34.93595124,86.05416545,23,18-30,General,Unmarried,Husband,Student,Secondary
Chhattisgarh,6.1 - At Office premises,0,2014,Assault & Modesty-related,February,Afternoon,Madurai,33.954685,81.06958363,26,18-30,SC,Unmarried,Acquaintance,Housewife,Secondary
Chhattisgarh,6.2 - Other places related to work,13,2014,Assault & Modesty-related,June,Morning,Siliguri,32.96001833,80.97850158,15,<18,SC,Unmarried,Relative,Student,Secondary
Chhattisgarh,6.3 - In Public Transport system,0,2014,Assault & Modesty-related,March,Night,Vijayawada,16.85920853,70.65060486,47,31-50,ST,Married,Acquaintance,Unemployed,Unknown
Chhattisgarh,6.4 - in Other Places,66,2014,Assault & Modesty-related,July,Afternoon,Chennai,29.43053905,78.40444766,19,18-30,General,Married,Relative,Housewife,Postgraduate
Chhattisgarh,7 - Cruelty by Husband or his Relatives (Section 498A),964,2014,Domestic & Cruelty,March,Afternoon,Coimbatore,15.92854163,96.01949312,60,51+,General,Widowed,Relative,Housewife,Unknown
Chhattisgarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,Other Acts,December,Afternoon,Siliguri,12.04746505,77.66738071,15,<18,OBC,Unmarried,Relative,Unknown,Secondary
Chhattisgarh,9 - Abetment of Suicides of Women u/s 306 IPC,102,2014,Domestic & Cruelty,February,Morning,Patna,25.26835388,85.66846893,20,18-30,SC,Married,Relative,Student,Postgraduate
Chhattisgarh,"10 - Dowry Prohibition Act, 1961",8,2014,Dowry-related,September,Evening,Guwahati,23.09029032,70.76618993,20,18-30,OBC,Married,Relative,Student,Secondary
Chhattisgarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,Other Acts,February,Afternoon,Lucknow,30.81999974,96.98611621,24,18-30,Unknown,Unmarried,Acquaintance,Housewife,Secondary
Chhattisgarh,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,June,Evening,Hyderabad,20.76690531,88.71028069,50,31-50,SC,Married,Relative,Working Professional,Secondary
Chhattisgarh,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,Other Acts,October,Morning,Howrah,15.02054611,93.54196647,60,51+,SC,Married,Neighbor,Unknown,Secondary
Chhattisgarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2,2014,Other Acts,October,Night,Aligarh,22.72802479,91.37101833,63,51+,General,Widowed,Relative,Unknown,Illiterate
Chhattisgarh,14.1 - Under ITP Section 5,2,2014,Other Acts,August,Night,Kota,25.71318375,95.00501982,56,51+,Unknown,Married,Relative,Working Professional,Secondary
Chhattisgarh,14.2 - Under ITP Section 6,0,2014,Other Acts,December,Night,Vijayawada,26.15271843,84.29652967,16,<18,ST,Unmarried,Acquaintance,Unknown,Illiterate
Chhattisgarh,14.3 - Under ITP Section 7,0,2014,Other Acts,January,Afternoon,Howrah,21.66846442,88.00142304,54,51+,SC,Married,Acquaintance,Unemployed,Primary
Chhattisgarh,14.4 - Under ITP Section 8,0,2014,Other Acts,July,Evening,Chandigarh,32.31134488,88.14420939,21,18-30,SC,Married,Acquaintance,Housewife,Primary
Chhattisgarh,14.5 - Other Sections under ITP Act,0,2014,Other Acts,November,Morning,Jalandhar,34.20756275,81.59488303,25,18-30,OBC,Married,Husband,Unknown,Secondary
Chhattisgarh,15 - Total Crimes against Women,6255,2014,Other Acts,March,Evening,Chennai,34.90384828,74.31092248,25,18-30,General,Married,Acquaintance,Labourer,Unknown
Goa,1 - Rape (Section 376 IPC),95,2014,Rape-related,October,Afternoon,Nagpur,24.76358107,72.7494492,16,<18,General,Unmarried,Acquaintance,Housewife,Primary
Goa,1.1 - Custodial Rape,0,2014,Rape-related,July,Morning,Ranchi,11.69981221,92.64500356,59,51+,OBC,Widowed,Acquaintance,Labourer,Graduate
Goa,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,March,Evening,Thiruvananthapuram,11.52713347,79.30754062,16,<18,SC,Unmarried,Relative,Unemployed,Graduate
Goa,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,January,Evening,Raipur,19.27366969,83.85673699,47,31-50,OBC,Divorced,Husband,Labourer,Secondary
Goa,1.2 - Rape other than Custodial,95,2014,Rape-related,February,Night,Siliguri,21.3717212,92.38964264,60,51+,ST,Widowed,Relative,Labourer,Primary
Goa,1.2.1 - Rape_Gang Rape,2,2014,Rape-related,June,Evening,Jaipur,27.28242142,83.73929075,32,31-50,SC,Widowed,Husband,Working Professional,Secondary
Goa,1.2.2 - Rape_Others,93,2014,Rape-related,April,Evening,Madurai,19.53703955,93.36819499,33,31-50,OBC,Married,Relative,Housewife,Primary
Goa,2 - Attempt to commit Rape (Section 376 & 511 IPC),2,2014,Rape-related,April,Afternoon,Jalandhar,9.326380126,85.83652841,20,18-30,General,Widowed,Husband,Student,Postgraduate
Goa,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",86,2014,Kidnapping & Abduction,July,Morning,Bhubaneswar,18.57421218,89.59604905,26,18-30,OBC,Married,Husband,Working Professional,Secondary
Goa,3.1 - Kidnaping & Abduction Section 363 IPC,77,2014,Kidnapping & Abduction,December,Night,Mysuru,13.24746967,96.60462408,33,31-50,OBC,Married,Acquaintance,Housewife,Secondary
Goa,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,0,2014,Kidnapping & Abduction,September,Afternoon,Dhanbad,25.42111666,89.65362687,49,31-50,Unknown,Married,Husband,Working Professional,Primary
Goa,3.3 - Kidnapping for Ransom Section 364A,0,2014,Kidnapping & Abduction,December,Evening,Bhopal,21.92427104,85.81346779,35,31-50,OBC,Married,Relative,Working Professional,Primary
Goa,3.4 - Kidnapping & Abduction of Women to compel her for marriage,0,2014,Kidnapping & Abduction,December,Morning,Guwahati,8.424538134,96.74697588,21,18-30,SC,Married,Husband,Housewife,Graduate
Goa,3.5 - Kidnapping & Abduction of Women-Other,9,2014,Kidnapping & Abduction,September,Night,Jalandhar,31.23751316,84.77733282,54,51+,ST,Married,Acquaintance,Working Professional,Primary
Goa,4 - Dowry Deaths (Section 304-B IPC),0,2014,Dowry-related,May,Night,Aligarh,33.14832223,73.28847126,18,18-30,General,Unmarried,Relative,Working Professional,Graduate
Goa,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),202,2014,Assault & Modesty-related,November,Morning,Siliguri,9.346195414,85.03658412,47,31-50,ST,Married,Acquaintance,Housewife,Secondary
Goa,5.1 - Sexual Harassment,50,2014,Assault & Modesty-related,May,Evening,Bhopal,13.9118296,70.16083696,18,18-30,Unknown,Married,Husband,Labourer,Secondary
Goa,5.2 - Assault on women with intent to Disrobe,7,2014,Assault & Modesty-related,May,Morning,Dehradun,20.49988869,84.26624304,20,18-30,ST,Married,Husband,Student,Secondary
Goa,5.3 - Voyeurism,11,2014,Assault & Modesty-related,April,Night,Indore,30.44174706,73.45681216,38,31-50,General,Married,Acquaintance,Housewife,Graduate
Goa,5.4 - Stalking,25,2014,Assault & Modesty-related,February,Evening,Nashik,11.74991877,96.69807023,60,51+,SC,Widowed,Husband,Working Professional,Primary
Goa,5.5 - Others,109,2014,Assault & Modesty-related,January,Evening,Lucknow,21.31179761,81.31598324,28,18-30,OBC,Unmarried,Relative,Housewife,Graduate
Goa,6 - Insult to the Modesty of Women_Total (Section 509 IPC),57,2014,Assault & Modesty-related,July,Evening,Vijayawada,24.4026336,83.25669808,28,18-30,OBC,Unmarried,Relative,Unknown,Secondary
Goa,6.1 - At Office premises,1,2014,Assault & Modesty-related,October,Morning,Bengaluru,13.15117293,90.13312821,64,51+,General,Widowed,Stranger,Unknown,Secondary
Goa,6.2 - Other places related to work,1,2014,Assault & Modesty-related,September,Morning,Howrah,20.56169742,96.50277639,36,31-50,OBC,Divorced,Relative,Housewife,Secondary
Goa,6.3 - In Public Transport system,0,2014,Assault & Modesty-related,August,Evening,Bengaluru,17.60651395,72.04701251,36,31-50,SC,Married,Neighbor,Housewife,Secondary
Goa,6.4 - in Other Places,55,2014,Assault & Modesty-related,March,Afternoon,Shimla,12.43298279,95.61115809,28,18-30,General,Unmarried,Husband,Unknown,Graduate
Goa,7 - Cruelty by Husband or his Relatives (Section 498A),35,2014,Domestic & Cruelty,January,Night,Warangal,34.30965779,80.34012343,27,18-30,General,Unmarried,Husband,Labourer,Secondary
Goa,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,Other Acts,June,Evening,Kalaburagi,20.23697335,82.96557921,42,31-50,OBC,Widowed,Unknown,Housewife,Primary
Goa,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,Domestic & Cruelty,January,Morning,Cuttack,24.73644433,82.66682033,45,31-50,General,Married,Relative,Unknown,Primary
Goa,"10 - Dowry Prohibition Act, 1961",0,2014,Dowry-related,July,Morning,Jalandhar,31.34493235,87.23996557,31,31-50,OBC,Married,Husband,Unemployed,Graduate
Goa,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,Other Acts,February,Night,Hyderabad,15.99635523,81.43194482,19,18-30,SC,Married,Acquaintance,Working Professional,Graduate
Goa,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,May,Night,Kalaburagi,9.505115328,83.67953836,60,51+,OBC,Married,Husband,Unemployed,Primary
Goa,"13 - Protection of Women from Domestic Violence Act, 2005",2,2014,Other Acts,November,Afternoon,Ranchi,30.63037836,79.41908737,41,31-50,General,Married,Husband,Housewife,Primary
Goa,14 - Immoral Traffic (Prevention) Act (Women Cases only),9,2014,Other Acts,November,Morning,Raipur,28.25996127,81.37246843,24,18-30,SC,Married,Relative,Student,Secondary
Goa,14.1 - Under ITP Section 5,5,2014,Other Acts,October,Afternoon,Dhanbad,13.47364463,79.67804923,20,18-30,SC,Married,Acquaintance,Student,Primary
Goa,14.2 - Under ITP Section 6,0,2014,Other Acts,August,Night,Kolkata,34.06125681,96.88190469,59,51+,General,Widowed,Relative,Housewife,Graduate
Goa,14.3 - Under ITP Section 7,0,2014,Other Acts,April,Morning,Ludhiana,35.59781605,76.27204804,53,51+,ST,Widowed,Acquaintance,Working Professional,Secondary
Goa,14.4 - Under ITP Section 8,0,2014,Other Acts,February,Night,Dehradun,31.14699298,92.02004789,20,18-30,General,Widowed,Relative,Student,Graduate
Goa,14.5 - Other Sections under ITP Act,4,2014,Other Acts,January,Morning,Jalandhar,8.475507972,72.67226858,20,18-30,General,Widowed,Husband,Student,Graduate
Goa,15 - Total Crimes against Women,488,2014,Other Acts,April,Afternoon,Jalandhar,22.56502124,95.47231699,29,18-30,General,Married,Acquaintance,Unknown,Secondary
Gujarat,1 - Rape (Section 376 IPC),841,2014,Rape-related,March,Evening,Amritsar,10.71137565,89.57320423,20,18-30,ST,Widowed,Relative,Student,Secondary
Gujarat,1.1 - Custodial Rape,0,2014,Rape-related,November,Afternoon,Nagpur,32.82858168,81.62235236,55,51+,OBC,Widowed,Acquaintance,Housewife,Graduate
Gujarat,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,May,Night,Ranchi,13.04043227,70.81422729,63,51+,SC,Married,Husband,Housewife,Secondary
Gujarat,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,February,Night,Warangal,24.36924319,71.17542414,56,51+,SC,Married,Husband,Unknown,Primary
Gujarat,1.2 - Rape other than Custodial,841,2014,Rape-related,August,Evening,Indore,22.96087189,95.09471168,49,31-50,OBC,Married,Husband,Working Professional,Postgraduate
Gujarat,1.2.1 - Rape_Gang Rape,16,2014,Rape-related,February,Evening,Dhanbad,22.33814241,91.74060164,46,31-50,OBC,Widowed,Unknown,Working Professional,Secondary
Gujarat,1.2.2 - Rape_Others,825,2014,Rape-related,May,Evening,Warangal,16.39236954,94.25214324,19,18-30,SC,Married,Acquaintance,Housewife,Primary
Gujarat,2 - Attempt to commit Rape (Section 376 & 511 IPC),6,2014,Rape-related,July,Night,Cuttack,20.58911315,83.9765761,52,51+,SC,Widowed,Husband,Working Professional,Primary
Gujarat,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2187,2014,Kidnapping & Abduction,August,Afternoon,Bhubaneswar,28.29133254,75.92572999,20,18-30,OBC,Widowed,Stranger,Student,Graduate
Gujarat,3.1 - Kidnaping & Abduction Section 363 IPC,617,2014,Kidnapping & Abduction,August,Evening,Thiruvananthapuram,24.13666602,80.40411579,20,18-30,SC,Widowed,Acquaintance,Student,Unknown
Gujarat,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,0,2014,Kidnapping & Abduction,November,Morning,Bhopal,30.36725531,95.69913768,38,31-50,OBC,Married,Unknown,Labourer,Postgraduate
Gujarat,3.3 - Kidnapping for Ransom Section 364A,2,2014,Kidnapping & Abduction,May,Night,Coimbatore,16.92952986,84.69570498,20,18-30,OBC,Married,Husband,Student,Secondary
Gujarat,3.4 - Kidnapping & Abduction of Women to compel her for marriage,1378,2014,Kidnapping & Abduction,February,Night,Bengaluru,36.80078501,76.30188283,33,31-50,SC,Married,Acquaintance,Housewife,Secondary
Gujarat,3.5 - Kidnapping & Abduction of Women-Other,190,2014,Kidnapping & Abduction,November,Afternoon,Bengaluru,9.567365851,92.20168383,52,51+,OBC,Widowed,Husband,Housewife,Graduate
